AssignmentStatus,WorkTimeInSeconds,Input.case,Input.check,Answer.case,Answer.check,Answer.comments,Answer.quest,Answer.result1-1,Answer.result1-2,Answer.result1-3,Answer.result2-1,Answer.result2-2,Answer.result2-3,Answer.result3-1,Answer.result3-2,Answer.result3-3,Answer.result4-1,Answer.result4-2,Answer.result4-3,Answer.result5-1,Answer.result5-2,Answer.result5-3
Approved,149,81,1rir,81,1rir,"Please leave a comment if you have any suggestions, questions or remarks",s,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant
Approved,202,124,3rri,124,3rri,"Please leave a comment if you have any suggestions, questions or remarks",s,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant
Approved,138,116,2rri,116,2rri,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant
Approved,65,104,4rri,104,4rri,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant
Approved,218,213,2rri,213,2rri,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant
Approved,100,58,3irr,58,3irr,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant
Approved,77,203,3rrr,203,3rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant
Approved,358,131,4iri,131,4iri,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant
Approved,361,196,5iir,196,5iir,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant
Approved,60,196,5iir,196,5iir,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant
Approved,493,108,3iir,108,3iir,"The ""Attention Check"" will be tough on those who don't read snippets!",o,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant
Approved,535,90,5iir,90,5iir,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant
Approved,174,99,3iri,99,3iri,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant
Approved,100,174,2rri,174,2rri,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant
Approved,112,174,2rri,174,2rri,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant
Approved,263,218,5iii,218,5iii,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,64,65,2iii,65,2iii,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant
Approved,181,229,1irr,229,1irr,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant
Approved,120,229,1irr,229,1irr,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,139,229,1irr,229,1irr,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant
Approved,35,5,4iir,5,4iir,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,244,164,2rrr,164,2rrr,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant
Approved,185,164,2rrr,164,2rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant
Approved,81,164,2rrr,164,2rrr,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant
Approved,235,89,1iii,89,1iii,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant
Approved,207,121,3iii,121,3iii,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant
Approved,148,45,4rii,45,4rii,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant
Approved,47,103,1iii,103,1iii,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,186,127,4irr,127,4irr,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,87,133,1iri,133,1iri,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant
Approved,703,135,4iii,135,4iii,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant
Approved,219,195,2rrr,195,2rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant
Approved,77,195,2rrr,195,2rrr,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant
Approved,68,200,1rrr,200,1rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant
Approved,174,200,1rrr,200,1rrr,"Please leave a comment if you have any suggestions, questions or remarks",s,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant
Approved,64,198,3iri,198,3iri,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant
Approved,89,62,5irr,62,5irr,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant
Approved,95,111,4rir,111,4rir,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant
Approved,983,151,1rrr,151,1rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant
Approved,88,155,5irr,155,5irr,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant
Approved,89,228,4iii,228,4iii,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant
Approved,178,148,2rri,148,2rri,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,192,181,3rrr,181,3rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant
Approved,100,205,5rii,205,5rii,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant
Approved,104,117,3rrr,117,3rrr,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant
Approved,256,165,3irr,165,3irr,It is an interesting task,o,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant
Approved,108,11,2iir,11,2iir,"Please leave a comment if you have any suggestions, questions or remarks",o,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant
Approved,229,137,2iri,137,2iri,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant
Approved,71,42,2irr,42,2irr,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant,Relevant
Approved,90,85,2rri,85,2rri,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant
Approved,364,71,3rii,71,3rii,"Please leave a comment if you have any suggestions, questions or remarks",a,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant
Approved,431,207,4rri,207,4rri,"Please leave a comment if you have any suggestions, questions or remarks",a,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant
Approved,147,167,5iri,167,5iri,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant
Approved,413,18,2iri,18,2iri,"Please leave a comment if you have any suggestions, questions or remarks",s,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Irrelevant
Approved,253,18,2iri,18,2iri,"Please leave a comment if you have any suggestions, questions or remarks",s,Relevant,Relevant,Relevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Irrelevant,Irrelevant,Relevant,Relevant,Irrelevant,Relevant
Approved,125,105,4rrr,105,4rrr,"Please leave a comment if you have any suggestions, questions or remarks",o,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Relevant,Relevant,Relevant,Irrelevant,Irrelevant,Irrelevant
